feature,importance
cat__neighborhood_MIDWOOD,0.0
cat__neighborhood_MORNINGSIDE HEIGHTS,0.0
cat__neighborhood_MORRIS PARK/VAN NEST,0.0
cat__neighborhood_MORRISANIA/LONGWOOD,0.0
cat__neighborhood_MOUNT HOPE/MOUNT EDEN,0.0
cat__neighborhood_GLENDALE,0.0
cat__neighborhood_MURRAY HILL,0.0
cat__neighborhood_NAVY YARD,0.0
cat__neighborhood_NEW BRIGHTON,0.0
cat__neighborhood_NEW BRIGHTON-ST. GEORGE,0.0
cat__neighborhood_NEW DORP,0.0
cat__neighborhood_NEW SPRINGVILLE,0.0
cat__neighborhood_OAKWOOD,0.0
cat__neighborhood_OAKWOOD-BEACH,0.0
cat__neighborhood_OCEAN PARKWAY-NORTH,0.0
cat__neighborhood_OCEAN PARKWAY-SOUTH,0.0
cat__neighborhood_OLD MILL BASIN,0.0
cat__neighborhood_PARK SLOPE SOUTH,0.0
cat__neighborhood_PARKCHESTER,0.0
cat__neighborhood_PELHAM GARDENS,0.0
cat__neighborhood_MADISON,0.0
cat__neighborhood_LOWER EAST SIDE,0.0
cat__neighborhood_LONG ISLAND CITY,0.0
cat__neighborhood_LIVINGSTON,0.0
cat__neighborhood_GOWANUS,0.0
cat__neighborhood_GRAMERCY,0.0
cat__neighborhood_GRANT CITY,0.0
cat__neighborhood_GRAVESEND,0.0
cat__neighborhood_GREAT KILLS,0.0
cat__neighborhood_GREAT KILLS-BAY TERRACE,0.0
cat__neighborhood_GREENPOINT,0.0
cat__neighborhood_GREENWICH VILLAGE-CENTRAL,0.0
cat__neighborhood_HAMMELS,0.0
cat__neighborhood_HARLEM-EAST,0.0
cat__neighborhood_HARLEM-WEST,0.0
cat__neighborhood_HIGHBRIDGE/MORRIS HEIGHTS,0.0
cat__neighborhood_HOLLIS,0.0
cat__neighborhood_HOLLISWOOD,0.0
cat__neighborhood_HOWARD BEACH,0.0
cat__neighborhood_HUNTS POINT,0.0
cat__neighborhood_INWOOD,0.0
cat__neighborhood_JACKSON HEIGHTS,0.0
cat__neighborhood_JAMAICA,0.0
cat__neighborhood_JAMAICA ESTATES,0.0
cat__neighborhood_JAMAICA HILLS,0.0
cat__neighborhood_JAVITS CENTER,0.0
cat__neighborhood_KENSINGTON,0.0
cat__neighborhood_KEW GARDENS,0.0
cat__neighborhood_KINGSBRIDGE HTS/UNIV HTS,0.0
cat__neighborhood_KINGSBRIDGE/JEROME PARK,0.0
cat__neighborhood_KIPS BAY,0.0
cat__neighborhood_LITTLE ITALY,0.0
cat__neighborhood_LITTLE NECK,0.0
cat__pluto_bldgclass_Z9,0.0
