feature,importance
cat__neighborhood_COUNTRY CLUB,0.0
cat__neighborhood_COBBLE HILL-WEST,0.0
cat__neighborhood_GOWANUS,0.0
cat__neighborhood_COBBLE HILL,0.0
cat__neighborhood_CLOVE LAKES,0.0
cat__neighborhood_CITY ISLAND,0.0
cat__neighborhood_CASTLE HILL/UNIONPORT,0.0
cat__neighborhood_CANARSIE,0.0
cat__neighborhood_BUSH TERMINAL,0.0
cat__neighborhood_BERGEN BEACH,0.0
cat__neighborhood_BELMONT,0.0
cat__neighborhood_BAYCHESTER,0.0
cat__neighborhood_BATHGATE,0.0
cat__neighborhood_ARROCHAR-SHORE ACRES,0.0
num__pluto_lotarea,0.0
num__pluto_bldgarea,0.0
cat__neighborhood_GLEN OAKS,0.0
cat__neighborhood_GRANT CITY,0.0
cat__neighborhood_ROCKAWAY PARK,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_RIDGEWOOD,0.0
cat__neighborhood_QUEENS VILLAGE,0.0
cat__neighborhood_PELHAM PARKWAY NORTH,0.0
cat__neighborhood_PARKCHESTER,0.0
cat__neighborhood_OZONE PARK,0.0
cat__neighborhood_OLD MILL BASIN,0.0
cat__neighborhood_NEW DORP,0.0
cat__neighborhood_NEW BRIGHTON-ST. GEORGE,0.0
cat__neighborhood_NEW BRIGHTON,0.0
cat__neighborhood_NAVY YARD,0.0
cat__neighborhood_MOUNT HOPE/MOUNT EDEN,0.0
cat__neighborhood_MOTT HAVEN/PORT MORRIS,0.0
cat__neighborhood_MORRISANIA/LONGWOOD,0.0
cat__neighborhood_MARINE PARK,0.0
cat__neighborhood_GREAT KILLS-BAY TERRACE,0.0
cat__neighborhood_MANHATTAN BEACH,0.0
cat__neighborhood_LIVINGSTON,0.0
cat__neighborhood_LITTLE NECK,0.0
cat__neighborhood_LAURELTON,0.0
cat__neighborhood_KINGSBRIDGE HTS/UNIV HTS,0.0
cat__neighborhood_JAMAICA HILLS,0.0
cat__neighborhood_JAMAICA ESTATES,0.0
cat__neighborhood_JAMAICA,0.0
cat__neighborhood_HOLLISWOOD,0.0
cat__neighborhood_HOLLIS HILLS,0.0
cat__neighborhood_HOLLIS,0.0
cat__neighborhood_HILLCREST,0.0
cat__neighborhood_GRYMES HILL,0.0
cat__pluto_bldgclass_V1,0.0
